gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,MonthlyCharges_scaled,TotalCharges_scaled
0,0,1,1,45,1,1,105.15,4730.9,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.512486259227765,1.3413114504836532,1.0798502450856118
0,0,1,1,24,1,0,83.15,2033.05,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.3431369275747509,0.6100216963530546,-0.11040735763525783
0,0,0,0,11,1,0,90.15,987.95,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.8728084241667845,0.8427047999400633,-0.5714923774115912
1,0,0,0,1,1,0,45.05,45.05,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-0.6564391960276642,-0.9874880382546729
0,0,1,0,56,1,0,103.2,5744.35,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9606698332671781,1.2764925859129865,1.5269716815915206
0,0,0,0,1,1,0,75.8,75.8,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.36570443758669524,-0.9739215237028384
1,0,0,0,1,1,0,19.45,19.45,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-1.2802480369298874,-1.5073945462887242,-0.998782437361241
0,0,0,0,7,1,1,79.3,523.15,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1.0357842692720256,0.4820459893801996,-0.776556311190215
0,1,1,0,55,1,0,88.8,4805.3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.9199258719908678,0.7978302013911399,1.112674592489075
0,0,0,0,2,0,1,30.9,59.05,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,-1.1267914697071173,-0.9813114137432686
0,0,1,1,72,1,1,85.9,6110.75,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,0.7014329156193795,1.6886227688042739
0,1,0,0,45,0,0,34.2,1596.6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.512486259227765,-1.0170980065875275,-0.3029636267782879
0,0,0,0,47,1,0,20.15,1046.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.5939741817803856,-1.4841262359300234,-0.5457932075694981
0,1,0,0,46,1,0,95.25,4424.2,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.5532302205040753,1.0122310611248837,0.944538049539347
1,0,0,0,2,1,1,50.3,92.75,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2395040756535771,-0.48192686833740767,-0.9664433961693882
0,0,1,0,2,1,1,80.15,194.55,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.5103003662443366,-0.9215305122221766
0,0,1,0,12,1,1,51.25,612.1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.8320644628904743,-0.45034844713631356,-0.7373126861695425
0,1,1,0,68,1,1,89.6,6127.6,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1.4495973685829016,0.8244225560867979,1.6960567775912143
1,0,1,1,69,1,1,95.2,6671.7,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.4903413298592119,1.010569038956405,1.9361068773522923
1,1,0,1,56,1,0,94.8,5264.3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.9606698332671781,0.9972728616085759,1.3151796389701171
0,1,0,0,4,1,1,80.25,303.7,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,0.5136244105812937,-0.8733749004064779
1,0,1,0,64,1,1,76.1,4818.8,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1.2866215234776603,0.375676570597567,1.1186306232679293
1,0,1,0,59,1,1,110.15,6448.05,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.082901717096109,1.5075136673315166,1.8374353007826083
1,0,1,1,62,1,0,115.55,7159.05,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.2051336009250397,1.6870120615272086,2.1511195884689283
1,0,1,1,63,1,0,24.65,1574.5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.24587756220135,-1.3345442407669466,-0.3127138697570047
0,0,0,0,53,0,1,53.6,2879.2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.8384379494382472,-0.3722334052178177,0.26290341595936895
1,0,1,1,5,1,0,19.45,86.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.1172721918246462,-1.5073945462887242,-0.9693993521855602
1,1,1,0,49,1,1,88.2,4159.45,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0.6754621043330061,0.7778859353693965,0.82773366815404
0,0,1,1,62,1,1,101.15,6638.35,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.2051336009250397,1.2083496770053626,1.9213932753911975
0,0,1,0,55,1,0,56.8,3112.05,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0.9199258719908678,-0.2658639864351854,0.36563391720797617
0,1,1,0,71,1,1,99.4,7168.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1.5718292524118322,1.1501789011086103,2.1551785131478516
0,0,1,1,72,1,1,20.1,1326.25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.6125732136881425,-1.485788258098502,-0.4222386579681565
1,0,1,1,36,0,0,60.7,2234.55,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.1457906077409725,-0.1362262572938518,-0.021508083417545384
1,0,1,0,25,1,1,20.95,495.15,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,-0.3023929662984406,-1.4575338812343652,-0.7889095602130236
0,1,1,0,72,1,1,114.85,8317.95,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.6125732136881425,1.6637437511685078,2.6624117417736772
0,0,0,0,36,1,1,19.25,679.8,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.1457906077409725,-1.5140426349626388,-0.7074442947822516
1,0,0,0,1,1,1,62.8,62.8,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1.2802480369298874,-0.06642132621774938,-0.9796569607491424
0,0,1,0,72,1,1,105.5,7544.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1.6125732136881425,1.3529456056630036,2.3209547031592925
1,0,1,1,59,1,0,19.85,1188.25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.082901717096109,-1.494098368940895,-0.48312252815199924
1,1,1,0,7,1,1,89.5,676.7,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.0357842692720256,0.8210985117498408,-0.7088119759240625
0,0,0,0,1,1,0,74.1,74.1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,-1.2802480369298874,0.3091956838584216,-0.9746715423935091
0,0,1,1,30,1,1,107.5,3242.5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.09867315991688919,1.419426492402149,0.42318682203031144
1,0,0,0,64,1,0,19.55,1240.15,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.2866215234776603,-1.504070501951767,-0.46022489871329314
1,0,0,0,63,1,0,68.8,4111.35,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.24587756220135,0.1330213339996866,0.8065125510827155
1,1,1,0,72,1,0,84.45,5899.85,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,0.653234272733499,1.5955763324146188
1,0,1,0,8,1,0,75.0,632.95,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.9950403079957154,0.3391120828910372,-0.728113927522201
0,0,0,0,62,1,0,84.5,5193.2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.2051336009250397,0.6548962949019775,1.283811210201485
1,0,1,1,67,1,1,111.2,7530.8,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.4088534073065913,1.5424161328695678,2.3151310286199682
1,0,0,0,6,1,0,44.75,270.95,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.076528230548336,-0.6664113290385358,-0.8878237898885131
0,0,1,1,70,1,1,80.6,5460.2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.5310852911355222,0.525258565760644,1.4016082633832676
0,1,0,0,20,1,0,80.7,1614.2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-0.506112772679992,0.5285826100976015,-0.2951987273925224
0,0,0,0,5,1,0,75.6,402.5,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1172721918246462,0.35905634891278065,-0.8297855788545674
0,0,1,1,24,0,0,57.6,1367.75,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.3431369275747509,-0.2392716317395271,-0.40392937816649366
0,0,1,0,11,1,1,44.05,483.7,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.8728084241667845,-0.6896796393972369,-0.7939611566884223
1,0,1,0,72,1,1,110.6,7962.2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,1.5224718668478239,2.5054593010642416
0,0,1,1,66,1,1,58.2,3810.8,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1.368109446030281,-0.21932736571778344,0.6739136584468174
0,0,1,1,45,1,1,81.0,3533.6,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.512486259227765,0.5385547431084732,0.5516164931210115
0,0,1,1,69,1,0,19.7,1396.9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.4903413298592119,-1.499084435446331,-0.39106876355881964
1,1,1,0,15,1,1,85.6,1345.55,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,-0.7098325790615434,0.6914607826085073,-0.41372373989172057
0,0,0,0,28,1,1,59.55,1646.45,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-0.18016108246950976,-0.17445276716886055,-0.2809704316430374
0,0,0,0,70,1,0,115.55,8127.6,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1.5310852911355222,1.6870120615272086,2.5784317077918333
0,0,0,0,36,1,1,75.55,2680.15,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0.1457906077409725,0.3573943267443021,0.17508505103115246
1,1,0,0,16,1,1,86.6,1281.0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.6690886177852331,0.72470122597808,-0.4422023907639455
0,0,0,0,18,1,1,85.2,1553.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.5876006952326126,0.6781646052606785,-0.32180233153807103
0,0,1,0,34,1,1,97.65,3207.55,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.06430268518835193,1.0920081252118583,0.4077673201250557
1,0,1,1,42,0,1,45.1,2049.05,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.3902543753988342,-0.6547771738591854,-0.10334835819365279
1,0,0,0,48,1,1,70.95,3629.2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.6347181430566958,0.20448828724426804,0.593794014784601
1,0,1,0,47,1,1,109.55,5124.55,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.5939741817803856,1.4875694013097727,1.2535236907223488
0,0,1,1,39,1,1,89.55,3474.45,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.2680224915699033,0.8227605339183194,0.5255202545603281
0,0,1,1,11,1,0,20.9,202.3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.8728084241667845,-1.4591959034028439,-0.9181113093676492
1,0,0,0,7,1,1,19.95,147.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.0357842692720256,-1.4907743246039378,-0.9422883824551462
0,0,0,0,3,1,0,24.6,86.35,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.1987601143772668,-1.336206262935425,-0.9692669959460303
1,0,0,0,8,1,1,66.7,579.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.9950403079957154,0.0632164029235842,-0.7519159912643627
1,0,0,1,1,1,1,19.45,19.45,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.5073945462887242,-0.998782437361241
1,0,1,1,32,1,0,94.8,3131.55,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-0.01718523736426863,0.9972728616085759,0.3742370727774322
1,0,1,1,60,1,1,65.85,3928.3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.1236456783724194,0.034962026059447156,0.7257531855961037
0,0,1,0,10,1,1,19.95,187.75,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,-0.9135523854430948,-1.4907743246039378,-0.9245305869848588
0,0,1,0,71,1,1,24.65,1710.15,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.5718292524118322,-1.3345442407669466,-0.2528667901161477
0,0,1,1,4,1,0,20.35,76.35,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.1580161531009565,-1.477478147256109,-0.9736788705970333
0,1,0,0,1,1,1,69.25,69.25,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.1479795335159944,-0.9768113015992455
0,0,1,1,43,0,1,51.25,2151.6,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0.4309983366751445,-0.45034844713631356,-0.05810458364761617
1,0,1,0,59,1,1,99.5,5961.1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1.082901717096109,1.1535029454455674,1.6225990646520128
0,0,1,0,23,1,0,54.25,1221.55,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.38388088885106114,-0.3506271170275956,-0.46843098556415896
0,0,1,0,72,1,0,19.4,1496.45,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.6125732136881425,-1.509056568457203,-0.3471485514080838
1,0,1,0,22,1,1,56.25,1292.2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,-0.42462485012737144,-0.2841462302884502,-0.43726109115482203
0,0,0,0,1,0,1,25.15,25.15,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.3179240190821602,-0.996267668810169
1,0,0,0,69,1,0,23.95,1713.1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.4903413298592119,-1.3578125511256471,-0.25156528709410186
1,0,0,0,50,0,1,35.4,1748.9,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.7162060656093164,-0.9772094745440403,-0.2357707758435107
0,1,0,0,1,0,1,25.2,25.2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,-1.3162619969136813,-0.9962456094369142
1,0,0,0,2,1,1,45.0,96.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2395040756535771,-0.6581012181961428,-0.9648110025485171
0,0,1,0,15,1,0,75.35,1114.55,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.7098325790615434,0.35074623807038746,-0.515638044329892
1,0,0,0,31,1,0,20.4,609.1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-0.05792919864057891,-1.4758161250876303,-0.7386362485648434
1,0,0,0,1,1,0,20.15,20.15,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706
1,0,1,0,66,1,1,105.0,7133.25,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1.368109446030281,1.3363253839782172,2.1397369518693403
1,0,0,1,3,1,1,54.7,169.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1.1987601143772668,-0.33566891751128775,-0.9326043175961946
0,0,0,0,8,1,0,20.0,141.6,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.9950403079957154,-1.4891123024354593,-0.9448913884992381
1,0,1,1,64,1,1,73.05,4688.65,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1.2866215234776603,0.27429321832037046,1.0612100746851238
0,0,1,0,28,1,0,20.5,563.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-0.18016108246950976,-1.472492080750673,-0.7589529313327127
0,0,1,0,57,1,1,100.75,5985.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1.0014137945434884,1.1950534996575333,1.63314344506791
0,0,1,1,14,1,1,87.25,1258.6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.7505765403378537,0.7463075141683023,-0.4520849899821925
1,0,0,0,19,1,1,19.95,373.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.5468567339563023,-1.4907743246039378,-0.8425800153424763
1,0,1,0,10,1,1,79.95,857.2,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.9135523854430948,0.503652277570422,-0.6291776384734566
0,0,1,0,51,0,1,49.65,2553.35,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.7569500268856267,-0.5035331565276299,0.11914248045643314
0,0,1,0,67,1,0,65.65,4322.85,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1.4088534073065913,0.028313937385533002,0.8998236999514309
1,0,1,1,11,1,1,20.45,250.8,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.8728084241667845,-1.4741541029191516,-0.8967137173102843
1,0,1,1,72,0,0,60.95,4549.05,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.6125732136881425,-0.1279161464514586,0.9996203045571208
1,0,1,1,66,1,1,20.35,1359.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.368109446030281,-1.477478147256109,-0.40756917475357124
0,0,0,0,18,1,1,88.35,1639.3,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.5876006952326126,0.7828720018748321,-0.2841249220185047
0,0,0,0,9,1,1,19.5,178.85,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.9542963467194051,-1.5057325241202457,-0.9284571554242516
0,0,0,0,9,1,1,75.2,633.85,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.9542963467194051,0.34576017156495187,-0.7277168588036108
1,0,1,0,48,1,1,111.45,5315.1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.6347181430566958,1.5507262437119609,1.337591962197213
1,0,0,0,10,1,0,70.15,735.5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.9135523854430948,0.17789593254861,-0.6828701529761643
0,0,0,0,9,1,1,94.75,889.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.9542963467194051,0.9956108394400973,-0.6147508083646765
0,1,0,0,13,1,1,95.05,1290.0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.791320501614164,1.005582972450969,-0.43823170357804275
1,0,0,0,4,1,0,78.45,330.05,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,0.45379161251606304,-0.8617496107010848
1,0,0,0,4,1,1,70.2,237.95,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,0.17955795471708852,-0.9023829762368233
0,0,1,0,72,1,0,92.0,6474.4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.6125732136881425,0.9041996201737725,1.8490605904880015
0,0,1,1,51,1,0,85.5,4421.95,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.7569500268856267,0.6881367382715502,0.9435453777428713
